name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,"1520 CUMBERLAND DR GARLAND, TX 75040",32.89882,-96.62557,,,
,"4500 SKYLINE DR ROWLETT, TX 75088",32.90101,-96.56168,,,
,"11211 PRESTON RD DALLAS, TX 75230",32.9013,-96.80462,,,
,"7131 MIDBURY DR DALLAS, TX 75230",32.90166,-96.78346,,,
,"9373 WHITEHURST DR DALLAS, TX 75243",32.90201,-96.7397,,,
,"9229 MEADOWKNOLL DR DALLAS, TX 75243",32.90269,-96.73389,,,
,"3959 NORTHAVEN RD DALLAS, TX 75229",32.90281,-96.84607,,,
,"3453 FLAIR DR DALLAS, TX 75229",32.90375,-96.8617,,,
,"3003 NORTHAVEN ROAD DALLAS, TX 75229",32.90446,-96.87729,,,
,"9550 SHEPHERD RD DALLAS, TX 75243",32.90611,-96.74982,,,
,"1310 W AVE F GARLAND, TX 75040",32.90636,-96.64703,,,
,"6525 FOREST LANE DALLAS, TX 75230",32.91007,-96.79349,,,
,"3421 FOREST LANE DALLAS, TX 75234",32.91009,-96.86349,,,
,"3838 CROWN SHORE DR DALLAS, TX 75244",32.9121,-96.85058,,,
,"6200 DEXHAM RD ROWLETT, TX 75089",32.91492,-96.58301,,,
,"12300 PLEASANT VALLEY DR DALLAS, TX 75243",32.91494,-96.72256,,,
,"2200 KINWEST PKWY IRVING, TX 75063",32.91557,-96.9783,,,
,"6906 CHURCHILL WAY DALLAS, TX 75230",32.91648,-96.78575,,,
,"4030 CALCULUS RD DALLAS, TX 75244",32.91696,-96.84461,,,
,GARLAND CAMPUS,32.91703,-96.63852,,,
,"8301 TOWNS STREET DALLAS, TX 75243",32.91709,-96.7591,,,
,"2223 KINWEST PARKWAY IRVING, TX 75063",32.91723,-96.97869,,,
,"12701 TEMPLETON TRAIL DALLAS, TX 75234",32.91878,-96.86563,,,
,"12600 AUDELIA RD DALLAS, TX 75243",32.9195,-96.71533,,,
,"6201 DANRIDGE RD ROWLETT, TX 75089",32.91958,-96.53324,,,
,"1146 CASTLE DR GARLAND, TX 75040",32.92095,-96.61731,,,
,"12600 WELCH RD DALLAS, TX 75244",32.92102,-96.82939,,,
,"3817 BUCKNELL DR GARLAND, TX 75042",32.92213,-96.68996,,,
,"9596 WALNUT ST DALLAS, TX 75243",32.92303,-96.72699,,,
,"1204 TRAVIS ST GARLAND, TX 75040",32.92331,-96.64485,,,
,"2536 VALLEY VIEW LN FARMERS BRANCH, TX 75234",32.92351,-96.89438,,,
,"1726 TRAVIS ST GARLAND, TX 75042",32.92361,-96.65396,,,
,"1626 BOSQUE DR GARLAND, TX 75040",32.92617,-96.60776,,,
,"8757 W. VALLEY RANCH PKWY IRVING, TX 75063",32.92626,-96.95933,,,
,"4100 TYNES DR GARLAND, TX 75042",32.92643,-96.69305,,,
,"1621 MCCALLUM DR GARLAND, TX 75042",32.92786,-96.67618,,,
,"3939 VALLEY VIEW LN FARMERS BRANCH, TX 75244",32.92828,-96.85022,,,
,"13551 DENNIS RD FARMERS BRANCH, TX 75234",32.92839,-96.89141,,,
,"201 RED RIVER TRL IRVING, TX 75063",32.93167,-96.94708,,,
,"550 PARK BEND DR RICHARDSON, TX 75081",32.93268,-96.72682,,,
,"13613 WEBB CHAPEL RD FARMERS BRANCH, TX 75234",32.93337,-96.87369,,,
,"13535 SPRING GROVE AVE DALLAS, TX 75240",32.93361,-96.77578,,,
,"401 CIMARRON TRL IRVING, TX 75063",32.93401,-96.95069,,,
,"1200 KINGSBRIDGE DR GARLAND, TX 75040",32.93441,-96.64544,,,
,"13630 COIT ROAD DALLAS, TX 75240",32.93509,-96.76822,,,
,"2301 SAM HOUSTON DR GARLAND, TX 75044",32.93525,-96.65808,,,
,"9800  RODEO DR IRVING, TX 75063",32.93732,-96.95594,,,
,"14050 HEARTSIDE PLACE FARMERS BRANCH, TX 75234",32.93738,-96.88006,,,
,"2783 VALWOOD PKWY FARMERS BRANCH, TX 75234",32.93864,-96.88533,,,
,"2510 N GLENBROOK DR GARLAND, TX 75040",32.93902,-96.63952,,,
,"1801 E SPRING VALLEY RD RICHARDSON, TX 75081",32.93911,-96.6903,,,
,"600 S GLENVILLE DR RICHARDSON, TX 75081",32.93944,-96.70542,,,
,"3815 SPRING VALLEY RD ADDISON, TX 75001",32.94183,-96.84984,,,
,"3131 MARS DR GARLAND, TX 75040",32.94351,-96.61298,,,
,"450 ABRAMS ROAD RICHARDSON, TX 75081",32.94433,-96.7269,,,
,"700 DOVER DR RICHARDSON, TX 75080",32.94452,-96.75919,,,
,"1700 S JOSEY LN CARROLLTON, TX 75006",32.9449,-96.89094,,,
,"14532 MEANDERING WAY DALLAS, TX 75254",32.9469,-96.77747,,,
,"5201 CELESTIAL RD DALLAS, TX 75254",32.94766,-96.81743,,,
,"1610 E CROSBY ROAD CARROLLTON, TX 75006",32.94805,-96.8997,,,
,"10201 LIBERTY GROVE RD ROWLETT, TX 75089",32.9487,-96.5253,,,
,"260 SOUTHWESTERN BLVD COPPELL, TX 75019",32.94871,-96.99819,,,
,"6990 BELT LINE RD DALLAS, TX 75254",32.94969,-96.78329,,,
,"701 W BELT LINE ROAD RICHARDSON, TX 75080",32.9502,-96.7448,,,
,"3950 BELTWAY DR ADDISON, TX 75001",32.95077,-96.84804,,,
,"3845 N GARLAND AVE GARLAND, TX 75044",32.95166,-96.65492,,,
,"101 N FLOYD RD RICHARDSON, TX 75080",32.95178,-96.7448,,,
,"300 N DOROTHY DR RICHARDSON, TX 75081",32.95194,-96.72239,,,
,"417 DARTMOUTH LN RICHARDSON, TX 75081",32.95399,-96.68904,,,
,"1510 SPRING CREEK DR GARLAND, TX 75040",32.95473,-96.65053,,,
,"7667 ROUNDROCK RD DALLAS, TX 75248",32.95642,-96.77658,,,
,"3114 PINEWOOD DR GARLAND, TX 75044",32.95694,-96.67708,,,
,"4405 HUDSON DR SACHSE, TX 75048",32.95892,-96.58126,,,
,"411 W ARAPAHO RD RICHARDSON, TX 75080",32.95994,-96.73167,,,
,"6525 LA COSA DR DALLAS, TX 75248",32.96018,-96.79508,,,
,"1300 CYPRESS DR RICHARDSON, TX 75080",32.96164,-96.76337,,,
,"300 MOCKINGBIRD LN COPPELL, TX 75019",32.96277,-96.96915,,,
,"272 S MACARTHUR BLVD COPPELL, TX 75019",32.96394,-96.95757,,,
,"200 S COPPELL RD COPPELL, TX 75019",32.96448,-97.00583,,,
,"4798 AIRPORT PKWY ADDISON, TX 75001",32.96571,-96.83033,,,
,"1900 E COLLINS BLVD RICHARDSON, TX 75081",32.96729,-96.69096,,,
,"1301 CUSTER RD RICHARDSON, TX 75080",32.96786,-96.73607,,,
,"1313 WEST SHORE DR RICHARDSON, TX 75080",32.96818,-96.74886,,,
,"3227 KELLER SPRINGS RD CARROLLTON, TX 75006",32.96947,-96.8449,,,
,"1700 N KELLER SPRINGS RD CARROLLTON, TX 75006",32.97065,-96.8935,,,
,"7643 LA MANGA DR DALLAS, TX 75248",32.97103,-96.776,,,
,"1500 MIMOSA DR RICHARDSON, TX 75080",32.97163,-96.76178,,,
,"1100 VILLAGE PKWY COPPELL, TX 75019",32.97227,-96.95891,,,
,"16500 SHADYBANK DR DALLAS, TX 75248",32.97365,-96.79065,,,
,"3301 W CAMPBELL RD GARLAND, TX 75044",32.97382,-96.67868,,,
,"1504 E CAMPBELL ROAD RICHARDSON, TX 75081",32.97402,-96.69614,,,
,"3815 SACHSE RD SACHSE, TX 75048",32.97404,-96.58488,,,
,"2808 RUNNING DUKE DR CARROLLTON, TX 75006",32.97406,-96.85696,,,
,"1820 N FLOYD ROAD RICHARDSON, TX 75080",32.97488,-96.74212,,,
,"6767 BRENTFIELD DR DALLAS, TX 75248",32.97564,-96.79123,,,
,"255 E PARKWAY BLVD COPPELL, TX 75019",32.97573,-96.99114,,,
,"6010 DAVENPORT RD DALLAS, TX 75248",32.97584,-96.80392,,,
,"615 MINYARD DR COPPELL, TX 75019",32.97639,-97.00743,,,
,"2120 E PRAIRIE CREEK DR RICHARDSON, TX 75080",32.9783,-96.72089,,,
,"2335 N. JOSEY LN CARROLLTON, TX 75006",32.97957,-96.89207,,,
,"2100 COPPER RIDGE DR RICHARDSON, TX 75080",32.98152,-96.73997,,,
,"3330 SPRINGPARK WAY GARLAND, TX 75044",32.98155,-96.68152,,,
,"2525 SCOTT MILL RD. CARROLLTON, TX 75006",32.98343,-96.88577,,,
,"800 W CAMPBELL RD RICHARDSON, TX 75080",32.98372,-96.75208,,,
,"17360 COIT ROAD DALLAS, TX 75252",32.98746,-96.76713,,,
,WEST CAMPUS,36.10753,-96.07626,,,
,ANNEX,37.03518,-95.61751,,,
,MAIN CAMPUS C,37.68148,-95.45311,,,
,CEA,40.52993,-74.85343,,,
